0.222222	0.125	0.125	0.333333	0.4	0.166667	0	0	0	0	
0.714286	0.714286	0.714286	0.714286	0.5	0.857143	0.444444	0.333333	0.375	0.3	
0.875	0.875	0.875	0.777778	0.875	0.666667	0.5	0.555556	0.666667	0.333333	
0.875	0.875	0.875	0.875	0.875	0.777778	0.875	0.5	0.333333	0.4	
1	0.6	0.75	1	0.875	0.666667	0.857143	0.545455	0.875	0.545455	
0.777778	0.875	0.875	0.777778	0.75	0.666667	0.666667	0.625	0.454545	0.454545	
0.875	0.75	0.75	0.75	0.875	0.666667	0.666667	0.666667	0.625	0.5	
0.714286	0.857143	0.857143	0.714286	0.857143	0.625	0.714286	0.714286	0.555556	0.666667	
0.153846	0.166667	0.1	0.0909091	0.0833333	0.0769231	0	0	0	0	
0	0	0	0	0	0	0	100	0	100	

0.142857	0.142857	0.2	0	0.142857	0	0.166667	0.166667	0	0	
0.857143	0.857143	0.714286	0.375	0.714286	0.571429	0.375	0.333333	0.222222	0.285714	
0.875	0.875	0.666667	0.875	0.875	0.875	0.625	0.625	0.444444	0.272727	
0.875	0.666667	0.875	0.75	0.875	0.875	0.666667	0.333333	0.5	0.666667	
0.857143	0.75	1	0.875	1	0.444444	0.777778	0.875	0.25	0.125	
0.875	0.875	0.875	0.666667	0.875	0.857143	0.666667	0.416667	0.4	0.363636	
0.875	0.75	0.875	0.857143	0.875	0.625	0.75	0.75	0.444444	0.555556	
0.857143	0.714286	0.714286	0.714286	0.714286	0.857143	0.714286	0.428571	0.444444	0.714286	
0.153846	0.0833333	0.166667	0	0	0.0769231	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0.285714	0.5	0	0.166667	0.142857	0	0.5	0.166667	0	0.166667	
0.857143	0.857143	0.857143	0.625	0.444444	0.5	0.444444	0.2	0.1	0.25	
0.875	0.875	0.666667	0.875	0.777778	0.777778	0.777778	0.777778	0.444444	0.625	
0.875	0.777778	0.777778	0.875	0.875	0.75	0.75	0.555556	0.428571	0.6	
0.888889	0.888889	1	0.777778	0.666667	0.875	0.666667	0.6	0.6	0.363636	
0.666667	0.875	0.7	0.875	0.875	0.875	0.571429	0.75	0.230769	0.214286	
0.75	0.857143	0.875	0.75	0.857143	0.5	0.857143	0.857143	0.363636	0.363636	
0.857143	0.714286	0.857143	0.857143	0.857143	0.857143	0.4	0.222222	0.181818	0.272727	
0.0833333	0.0833333	0.142857	0.181818	0.0769231	0.1	0.0909091	0	0	0	
0	0	0	0	0	0	0	0	0	100	

0.142857	0.142857	0.428571	0	0.142857	0	0	0	0	0.166667	
0.857143	0.5	0.857143	0.857143	0.571429	0.5	0.5	0.3	0.5	0.222222	
0.666667	0.875	0.666667	0.75	0.875	0.857143	0.7	0.714286	0.230769	0.272727	
0.875	0.666667	0.875	0.777778	0.875	0.545455	0.777778	0.307692	0.777778	0.25	
1	1	1	1	0.75	0.545455	0.6	0.5	0.5	0.0588235	
0.875	0.875	0.666667	0.875	0.875	0.363636	0.444444	0.5	0.444444	0.272727	
0.875	0.875	0.75	0.75	0.777778	0.875	0.555556	0.75	0.75	0.0833333	
0.857143	0.714286	0.857143	0.857143	0.5	0.571429	0.333333	0.666667	0.666667	0.428571	
0.1	0.153846	0.153846	0.153846	0.0909091	0.0714286	0	0.0714286	0	0	
0	0	0	0	0	0	0	0	0	0	

0.125	0.142857	0	0.285714	0	0	0.166667	0.166667	0	0.2	
0.857143	0.857143	0.625	0.625	0.75	0.5	0.333333	0.5	0.714286	0.333333	
0.875	0.875	0.666667	0.875	0.875	0.857143	0.571429	0.444444	0.666667	0.3	
0.777778	0.875	0.75	0.875	0.875	0.666667	0.75	0.444444	0.666667	0.272727	
0.7	0.8	1	0.666667	0.666667	0.666667	0.307692	0.7	0.153846	0.6	
0.875	0.875	0.777778	0.875	0.875	0.666667	0.857143	0.363636	0.142857	0.214286	
0.75	0.875	0.875	0.75	0.75	0.75	0.75	0.875	0.545455	0.230769	
0.714286	0.857143	0.714286	0.714286	0.714286	0.5	0.833333	0.375	0.625	0.333333	
0.166667	0.153846	0.0909091	0.111111	0.0666667	0.0833333	0	0.0714286	0	0	
0	0	0	0	0	0	0	0	0	100	

0.918651	1.05357	0.753571	0.785714	0.828571	0.166667	0.833333	0.5	0	0.533333	
4.14286	3.78571	3.76786	3.19643	2.98016	2.92857	2.09722	1.66667	1.91151	1.39127	
4.16667	4.375	3.54167	4.15278	4.27778	4.03373	3.17421	3.11706	2.45299	1.80379	
4.27778	3.86111	4.15278	4.15278	4.375	3.6149	3.81944	2.14103	2.70635	2.18939	
4.44603	4.03889	4.75	4.31944	3.95833	3.19823	3.20928	3.22045	2.37885	1.69291	
4.06944	4.375	3.89444	4.06944	4.25	3.42911	3.20635	2.6553	1.67262	1.51948	
4.125	4.10714	4.125	3.85714	4.13492	3.41667	3.57937	3.89881	2.72854	1.73329	
4	3.85714	4	3.85714	3.64286	3.41071	2.99524	2.40675	2.47348	2.41558	
0.657692	0.641026	0.654279	0.537685	0.317832	0.408608	0.0909091	0.142857	0	0	
0	0	0	0	0	0	0	100	0	300	
