0.333333	0	0	0	0.4	0.166667	0	0	0	0.142857	
0.857143	0.714286	0.714286	0.5	0.125	0.333333	0.125	0.333333	0	0.1	
0.875	0.875	0.636364	0.625	0.714286	0.363636	0.5	0.333333	0.0769231	0	
0.666667	0.875	0.875	0.857143	0.857143	0.285714	0.555556	0.230769	0.0714286	0.133333	
1	0.875	0.875	0.75	0.6	0.875	0.142857	0.142857	0.0666667	0.0588235	
0.777778	0.75	0.7	0.777778	0.625	0.75	0.6	0.285714	0.230769	0.0588235	
0.875	0.75	0.5	0.555556	0.857143	0.3	0.75	0.6	0	0.0666667	
0.714286	0.714286	0.857143	0.5	0.5	0.3	0.571429	0	0.0833333	0.166667	
0.0714286	0.0833333	0.0909091	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	100	100	

0.285714	0	0.166667	0.142857	0	0	0	0.2	0	0.142857	
0.555556	0.625	0.428571	0.571429	0.1	0.222222	0.222222	0	0.333333	0	
0.875	0.857143	0.857143	0.714286	0.555556	0.625	0.555556	0.153846	0.363636	0.0833333	
0.75	0.875	0.875	0.875	0.666667	0.142857	0.230769	0	0	0.214286	
0.875	0.875	0.75	0.666667	0.307692	0.133333	0.777778	0.5	0.0588235	0.1875	
0.555556	0.666667	0.454545	0.666667	0.333333	0.454545	0.153846	0.454545	0.2	0.142857	
0.75	0.875	0.75	0.375	0.625	0.454545	0.6	0.555556	0	0.125	
0.714286	0.714286	0.833333	0.714286	0.5	0	0.333333	0.666667	0.0833333	0	
0.153846	0.0769231	0.111111	0	0.0769231	0	0	0	0	0	
0	0	0	0	0	0	100	0	0	0	

0.166667	0.333333	0.166667	0	0	0.2	0.2	0	0	0	
0.857143	0.714286	0.222222	0.333333	0.428571	0	0.222222	0.222222	0.1	0	
0.75	0.857143	0.875	0.75	0.166667	0.5	0.272727	0.222222	0.166667	0.166667	
0.777778	0.875	0.875	0.454545	0.555556	0.416667	0.75	0.272727	0.142857	0.25	
1	1	0.777778	0.4	0.7	0.272727	0.6	0.333333	0.214286	0.0625	
0.875	0.875	0.777778	0.666667	0.133333	0.555556	0.363636	0.454545	0.307692	0.230769	
0.75	0.75	0.875	0.555556	0.272727	0.454545	0.714286	0.0666667	0.25	0.363636	
0.625	0.714286	0.666667	0.444444	0.3	0.5	0.375	0.444444	0.0833333	0.0714286	
0.153846	0	0.111111	0	0.0833333	0	0	0.0714286	0	0	
0	0	0	0	0	0	0	0	0	0	

0.142857	0.142857	0.6	0	0	0	0	0.2	0	0	
0.857143	0.5	0.714286	0.625	0.375	0.375	0	0	0.1	0.222222	
0.777778	0.666667	0.714286	0.625	0.333333	0.3	0.181818	0.363636	0.2	0	
0.875	0.875	0.777778	0.6	0.6	0.142857	0.142857	0.454545	0.142857	0.142857	
0.875	0.875	0.777778	0.875	0.6	0.363636	0.5	0.1875	0.117647	0.142857	
0.875	0.6	0.875	0.625	0.625	0.285714	0.153846	0.307692	0.105263	0.1875	
0.857143	0.875	0.857143	0.5	0.454545	0.75	0.272727	0.3	0.0625	0.0588235	
0.857143	0.714286	0.857143	0.571429	0.333333	0.363636	0.375	0.0833333	0.0769231	0.0833333	
0	0	0	0	0.0769231	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	100	

0.142857	0	0	0.2	0	0	0	0	0	0.166667	
0.5	0.375	0.714286	0.5	0.5	0.25	0.428571	0.1	0.0909091	0	
0.777778	0.666667	0.625	0.5	0.714286	0.181818	0.181818	0.166667	0.166667	0.0666667	
0.875	0.555556	0.5	0.666667	0.333333	0.5	0.363636	0.25	0.307692	0.0625	
1	1	0.5	0.75	0.666667	0.4	0.214286	0.4	0.125	0.285714	
0.875	0.875	0.6	0.875	0.625	0.5	0	0.125	0.416667	0	
0.75	0.75	0.625	0.454545	0.363636	0.4	0.555556	0	0.363636	0.214286	
0.857143	0.714286	0.714286	0.8	0.666667	0.714286	0.571429	0.444444	0.153846	0.0833333	
0.153846	0.0714286	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	100	0	

1.07143	0.47619	0.933333	0.342857	0.4	0.366667	0.2	0.4	0	0.452381	
3.62698	2.92857	2.79365	2.52976	1.52857	1.18056	0.998016	0.655556	0.624242	0.322222	
4.05556	3.92262	3.70779	3.21429	2.48413	1.97045	1.69192	1.2397	0.973893	0.316667	
3.94444	4.05556	3.90278	3.45335	3.0127	1.4881	2.04282	1.20804	0.664835	0.802976	
4.75	4.625	3.68056	3.44167	2.87436	2.0447	2.23492	1.56369	0.582423	0.737395	
3.95833	3.76667	3.40732	3.61111	2.34167	2.54582	1.27133	1.6275	1.26039	0.61995	
3.98214	4	3.60714	2.44066	2.57305	2.35909	2.89257	1.52222	0.676136	0.828412	
3.76786	3.57143	3.92857	3.03016	2.3	1.87792	2.22619	1.63889	0.480769	0.404762	
0.532967	0.231685	0.313131	0	0.237179	0	0	0.0714286	0	0	
0	0	0	0	0	0	100	0	200	200	
